"","Student.Code","Time","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","blanks"
"220","TKGHL5499U",29,"B","B","B","C","C","C","E","C","C","D","E","A","A","B","ABC","D","CD","BCEF","B","C",0
"221","FPDYO4858W",37,"B","B","B","C","D","C","E","C","C","D","E","A","A","F","C","CD","AC","DF","B","B",0
"222","BIKEK5332B",14,"A","B","A","D","B","D","D","A","A","B","D","C","C","G","BE","AD","ABCD","EF","BCE","BE",0
"223","AEUMI6932W",30,"C","A","C","D","E","C","E","C","B","D","D","B","E","B","AF","D","E","ACF","ABD","AD",0
"224","DYWYR6289U",32,"B","B","B","E","D","C","E","C","C","E","C","A","A","F","AF","D","AD","ABDG","BC","B",0
"225","WVCVN7871V",15,"C","A","C","C","B","A","D","E","E","B","C","B","A","E","AC","AD","AC","BDE","BC","AE",0
"226","EDPQN7069Y",28,"A","A","B","D","D","E","E","C","C","D","E","A","A","B","C","D","ACD","DG","AB","CD",0
"227","XIOTK2155E",37,"A","B","B","A","F","C","E","C","B","B","C","B","A","G","ABEF","A","AD","ABCEF","B","CD",0
"228","CVQTM0358M",26,"A","B","B","C","C","B","E","C","C","D","E","A","A","E","BE","D","CD","BCEF","BE","CD",0
"229","OVLFK7827Q",29,"B","B","B","D","D","D","E","C","C","D","C","B","A","C","C","B","D","ABCEF","AC","CD",0
"230","LKYEU3732K",40,"A","B","B","E","A","E","E","C","D","D","D","B","A","D","ABD","D","CD","ADG","BD","CD",0
"231","OBSFJ2499O",43,"B","A","B","D","E","C","E","A","C","D","E","A","C","G","CD","B","AD","ACEF","AB","C",0
"232","KFWWI1534W",40,"B","A","B","C","E","D","E","C","D","D","A","C","B","F","CE","D","E","CDF","BC","CD",0
"233","ISNUO6458F",28,"B","A","B","C","B","E","E","C","B","B","D","A","A","A","AF","B","D","BD","CD","A",0
"234","DTCON8439C",41,"A","B","B","E","C","B","E","C","A","D","D","B","A","G","AF","B","A","ABCE","BE","C",0
"235","GJKVG8907N",55,"A","B","A","D","E","D","E","C","C","D","B","C","E","G","AF","D","ACD","ABDF","ABDE","AD",0
"236","CWISC1954U",31,"A","B","C","C","C","E","E","B","A","D","A","B","A","G","CF","AB","ABC","BF","BD","AC",0
"237","TPISO1773Y",19,"A","B","B","E","A","A","C","C","B","D","F","B","C","D","AF","CD","BC","ABCEF","ABCD","CD",0
"238","SRWSI8318O",37,"B","B","B","E","D","D","E","C","C","D","F","A","A","F","BE","D","A","B","BE","C",0
"239","DFPIT2784W",41,"B","B","B","C","D","C","B","C","C","D","E","A","A","B","C","D","ACD","ACEF","B","C",0
"240","YPPED6253Q",27,"B","A","D","B","A","D","D","D","A","A","C","A","D","G","BCE","BD","D","ABD","AD","D",0
"241","XJPDN3011V",31,"B","B","B","E","D","C","E","C","E","E","E","D","C","C","AF","BC","ACD","DFG","BC","C",0
"242","ZMHQZ2289I",40,"B","A","B","D","D","C","E","C","B","D","C","A","A","G","ABF","D","AD","ABCEF","B","C",0
"243","BEFLO8035U",27,"A","B","C","D","C","D","E","C","E","A","E","B","A","D","AF","AB","CD","DE","AD","CD",0
"244","BFSIZ9298K",45,"B","B","B","C","D","E","E","C","C","D","E","A","A","B","C","D","ACD","ACDF","AB","C",0
"245","MIYJO9769L",34,"A","B","B","C","D","C","E","C","C","D","E","B","C","F","C","AB","CD","ACEF","CE","CD",0
"246","EICGI3512I",51,"B","B","B","C","D","E","E","C","C","D","E","A","A","B","C","D","D","BCDF","ABE","C",0
"247","YYNWL0944P",23,"A","B","B","D","E","A","E","C","B","D","B","B","C","B","BD","AB","AC","ABDG","C","B",0
"248","BRUKH6509O",39,"A","C","B","E","C","E","E","E","A","D","F","A","A","G","ABD","D","AD","ADF","AB","C",0
"249","NLSOP5285M",32,"A","B","B","B","D","C","E","C","C","D","E","A","A","E","AB","D","E","DF","BC","C",0
"250","IFLCL4970E",32,"A","A","B","D","E","B","A","D","A","E","B","B","B",NA,"BD","B","D","CD","BE","CD",1
"251","YCFLK7061O",45,"A","B","B","E","B","D","B","C","C","D","B","B","A","B","AC","AB","A","ABCF","BC","BEF",0
"252","JUOJU0978V",35,"B","B","B","C","D","E","E","C","C","D","E","A","A","C","CF","B","ACD","BG","B","CD",0
"253","CDAYZ8224I",46,"A","B","C","C","E","D","D","E","C","E","B","A",NA,"F","CEF","AB","AB","CDF","BC","ACE",1
"254","PYKEV9824V",44,"B","B","B","C","D","B","E","C","D","D","C","B","A","B","C","D","AD","ABDF","AE","C",0
"255","NTFKN9664X",29,"D","B","B","E","B","B","B","C","C","D","A","B","A","F","AF","D","ACD","ABDG",NA,"ABDF",1
"256","PZWIO4097F",41,"A","B","B","C","D","C","E","C","C","D","E","A","A","B","AF","D","ACD","DG","B","C",0
"257","LKJWQ2901J",36,"A","B","C","A","C","C","E","C","C","D","F","A","A","E","CD","AB","AB","BCE","C","BCE",0
"258","MTCUJ2560K",29,"A","B","B","E","D","C","E","C","C","D","F","B","A","B","C","D","ABCD","AEF","AB","CD",0
"259","YZOHV5310A",27,"A","A","B","E","D","C","E","C","B","B","E","B","E","B","C","AB","D","ABCDF","BCE","C",0
"260","ASYUP0325U",41,"A","B","B","E","D","C","E","C","C","D","E","A","A","B","ABD","D","AD","D","ABC","C",0
"261","MKIBW2947G",23,"B","A","B","A","D","D","E","C","E","D","F","B","A","F","AB","AB","BD","EF","AB","CD",0
"262","JQEHB3544U",27,"B","B","B","D","D","B","E","C","D","D","D","A","A","G","BE","D","A","ABDG","AC","C",0
"263","VKBQT5546C",43,"B","A","C","C","F","A","E","C","C","D","E","B","D","E","D","D","BD","ABDF","BE","CD",0
"264","GFRSY7383B",25,"C","A","A","E","A","C","C","C","B","B","A","B","A","D","AB","AB","AD","ACE","BD",NA,1
"265","BMKYG6818O",30,"A","B","B","C","E","C","D","C","C","D","F","D","A","E","C","B","A","ABDF","AB","C",0
"266","NQEMY5420M",35,"D","B","C","A","B","D","B","A","A","B","F","B","A","B","BE","B","ABC","G","BCD","C",0
"267","BJGWC2587D",35,"B","B","B","D","C","C","C","C","B","B","A","B","C","B","AF","B","ACD","ABD","ABE","BD",0
"268","JHEIK6693Z",32,"B","B","B","C","C","C","D","E","C","D","B","B","A","F","CEF","D","ACD","EF","B","C",0
"269","ADBMQ2697R",42,"B","B","B","E","E","C","E","C","C","D","B","A","A","B","A","B","E","ABDF","BC","CF",0
"270","HMURZ2996E",27,"D","B","B","D","C","D","C","C","E","C","D","B","C","F","AF","CE","B","ACG","B","CD",0
"271","PXIKK8185O",31,"B","B","B","C","E","D","E","C","B","D","D","A","A","G","C","D","ACD","AD","ABC","C",0
"272","HDLZB9478Q",35,"B","B","B","C","D","C","E","C","C","D","E","A","A","E","C","D","E","BEG","AB","B",0
"273","PRIZF5575D",37,"A","A","B","D","D","C","E","C","B","D","D","B","A","F","AF","D","ACD","ABCE","ABD","C",0
"274","RMYZK5697G",40,"A","A","B","D","D","E","E","C","C","D","D","B",NA,"B","CEF","B","A","CEF","BC","C",1
"275","NERUB7514T",23,"C","B","B","D","E","D","E","D","D","E","F","C","B","E","BD","AC",NA,"ABEF","C","C",1
"276","WRTND5190A",33,"B","B","B","D","B","C","D","C","B","C","B","B","D","D","C","B","BD","CE","AC","CD",0
"277","LUUJH1472V",50,"A","B","B","C","F","C","E","C","C","D","F","A","A","B","CF","D","ACD","ABDG","BC","CD",0
"278","UVIWN9457N",29,"B","B","B","C","A","C","E","C","C","D","E","A","C","B","AF","B","AD","ADG","C",NA,1
"279","FRBUA8024L",36,"B","B","B","C","C","C","E","C","B","D","D","B","A","B","CEF","B","A","DG","BE","BD",0
"280","AWDAK2829W",23,"A","B","D","E","A","A","E","C","C","B",NA,"C","A","E","ADF","AC",NA,"BCEF","BE","CD",2
"281","NHIHL2286K",49,"B","B","B","E","D","A","B","C","E","D","F","B","A","F","C","D","CD","ABCD","BD","CD",0
"282","ESYTY9190U",29,"A","A","E","D","F","D","B","E","E","D","A","B","B","A","CD","E","ABD","D","BD","CE",0
"283","AGHSG2441T",27,"B","B","B","C","D","D","E","C","B","D","A","B","C","D","BCDF","D","B","DF","AB","C",0
"284","UYBLG2410M",39,"A","B","B","D","B","E","C","A","A","D","E","B","C","E","AF","B","AD","BCEG","ABD","CD",0
"285","OFSWM9845G",29,"A","B","B","C","C","C","D",NA,"B","C","A","B","C","B","ABC","B","BD","BDG","AE","CD",1
"286","JGVCQ9831W",54,"A","B","B","D","E","C","E","C","B","D","D","A","A","G","BCE","AB","AB","BCE","AB","B",0
"287","TOAYJ3137G",35,"B","A","B","C","C","C","E","C","C","C","B","A","A","B","AC","D","A","AEG","A","C",0
"288","ACBRO0899T",40,"B","B","B","C","C","C","E","C","C","D","E","A","A","G","C","D","E","BDG","B","C",0
"289","CANSC2411W",54,"C","C","B","C","E","B","C","E","D","A","D","B","C","F","BC","B","ABCD","ACDF","AC","BD",0
"290","UDLZF5678U",43,"A","B","B","E","F","C","E","C","B","D","F","A","A","D",NA,"D","ACD","ABCEF","ABCE","AD",1
"291","QKXVV0917C",43,"A","B","B","C","F","E","D","E","C","D","F","A","A","B","AF","B","ACD","DF","B","C",0
"292","EPPSH8969K",30,"B","B","B","B","C","B","E","C","C","D","A","B","A","F","CF","BC","AC","BCEG","BE","C",0
"293","FQYVO0786E",28,"A","C","D","E","E","C","A","C","C","C","B","A","A","C","ABC","B",NA,"BEG","AC","BCF",1
"294","XAPVV9015A",33,"B","B","B","D","D","E","E","C","C","D","E","A","A","F","C","D","ACD","AB","B","C",0
"295","NPOTH5098X",32,"C","A","B","C","D","C","D","C","C","E","A","B","C","F","C","AB","BCD","ADF","ABD","CD",0
"296","IJYJJ4364R",34,"A","B","B","E","C","C","E","C","A","D","B","B","D","B","ABCEF","AB","E","CEF","ACD","B",0
"297","NIKWL5118U",23,"A","A","A","E","C","D","A","B","A","D","A","B","C","F","BD","BD","CD","BCF","AC","BE",0
"298","MPDXE6643Z",20,"B","B","B","C","D","E","E","C","C","D","F","A","A","F","C","AB","ACD","EF","B","C",0
"299","HEGWB1810O",15,"B","B","B","C","D","C","E","C","C","D","E","B","A","G","CF","AD","ACD","AD","BC","CD",0
"300","NYEQV6757K",41,"B","B","B","C","C","E","A","C","B","D","A","C","A","F","C","D","AC","DG","ABDE","B",0
"301","KNOOS9387O",40,"B","B","B","C","D","C","E","C","C","D","E","A","A","F","C","D","ABCD","DG","AB","CD",0
"302","ZQGFS3909Y",27,"A","B","C","C","A","B","D","D","D","E","D","C",NA,"G","CEF","AD","C","DG","ABD","E",1
"303","QCXWE6378I",49,"A","B","B","D","D","D","E","E","C","D","C","A","A","B","D","D","E","ABCEG","B","C",0
"304","QESZD2864Z",37,"B","B","B","D","D","E","E","C","C","D","F","A","A","F","C","D","AD","BD","AB","C",0
"305","VORDL6921Z",22,"A","B","B","E","F","D","D","C","A","D","F","B","A","B","AF","D","BC","DG","AC","D",0
"306","LQNVU4870I",34,"B","B","B","C","C","C","E","C","C","D","E","A","A","B","C","D","AD","DF","B","C",0
"307","NKIEV1646K",52,"B","B","B","C","F","C","E","C","D","D","E","B","C","B","AF","D","ACD","BEF","ABD","C",0
"308","ICMXX5031S",45,"B","B","B","E","C","E","E","C","C","D","F","A","A","C","AF","B","AD","ABCEF","AB","C",0
"309","ZRRMY9928M",33,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","CEF","D","ACD","DG","A","C",0
"310","TXMBG7393N",29,"A","C","B","C","C","C","C","C","C","D","D","B","A","F","CD","AB","AB","ADG","BE","CD",0
"311","QZJME3290V",24,"A","B","B","D","C","E","E","C","E","D","D","A","A","F","AF","B","E","CD","BC","CD",0
"312","OKVUD5709K",29,"A","B","B","E","C","B","D","E","C","D","E","B","A","E","BCE","D","ABD","EF","BC","C",0
"313","JHKRR3090N",36,"B","B","B","E","E","D","E","C","E","D","E","A","A","B","BCE","AD","AC","BCDF","BD","C",0
"314","COGWK9940A",37,"D","B","B","C","E","C","E","C","C","D","F","B","A","E","C","D","E","CE","BE","C",0
"315","FOEJL9970R",32,"A","A","B","E","B","B","D","C","B","E","F","B","C","F","BE","ABD","A","ACDF","ABC","C",0
"316","XGEIF3856Q",26,"A","B","D","C","C","C","E","C","B","D","D","B","A","B","C","D","AD","CEF","BD","CE",0
"317","QKUIO8717U",36,"A","B","B","C","D","C","D","C","A","D","C","A","A","C","C","BD","AD","ABDG","ABC","CDF",0
"318","MLWGZ8420H",49,"A","D","B","E","C","E","E","A","A","E","C","A","E","F","AE","C","A","ABC","AB","CD",0
"319","QGHZR9079Z",36,"A","B","B","C","D","C","E","C","C","D","F","A","A","C",NA,"D","E","ACEF","B","C",1
"320","DRUJP1379R",29,"B","B","B","E","C","B","E","C","B","D","E","A","A","F","C","D","ACD","EF","BD","CD",0
"321","QFXPN3398Q",37,"B","B","B","D","C","E","D","B","B","D","E","B","A","B","C","D","ACD","AEF","BCD","B",0
"322","TJPBO0131E",46,"B","B","B","C","D","E","E","C","C","D","E","A","A","B","AF","D","ACD","DG","B","C",0
"323","NUSML0689M",22,"B","B","B","D","E","C","C","D","B","B","F","B","C","B","AF","B","ACD","CDG","ABE","C",0
"324","DMGGI3201Q",19,"A","A","E",NA,"B","A",NA,"C","E","C",NA,"B","C","E","A","AB","CDE","ACEF","CD","CD",3
"325","ARWFQ0294N",45,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","CEF","AB","A","ABCE","ABD","C",0
"326","MFMTD7632P",29,"B","B","B","E","C","B","E","C","C","D","C","B","A","D","ACF","B","ACD","BEF","ADE","C",0
"327","FUOET5920Z",32,"A","B","B","C","B","C","E","C","C","D","F","D","A","F","AF","D","ACD","DF","BD","BD",0
"328","XEWVX0996N",32,"A","A","E","B","D","E","E","C","C","D","E","A","A","B","AF","D","ACD","ABCEF","BCE","C",0
"329","BCSPU0323H",32,"A",NA,"D","D",NA,NA,"D",NA,"A",NA,NA,NA,NA,"F",NA,"B","ABC",NA,"ABD",NA,11
"330","IYMHI2960A",43,"B","A","B","C","D","C","E","C","B","D","B","A","A","G","C","D","BCD","ACDF","B","AE",0
"331","YPTZZ4947V",27,"B","B","B","E","D","E","D","D","D","E","D","B","D","B","CE","D","ABC","CD","C","CD",0
"332","EXMEM3956B",43,"D","B","B","C","E","C","D","D","A","C","B","B","C","E","CF","B","ABCD","ACDG","BC","CD",0
"333","MWVUN5773R",23,"A","B","B","D","E","E","E","C","C","D","F","E","C","E","C","B","AD","ACDF","BCE","CD",0
"334","VUQGT6163G",23,"A","B","E","E","B","B","D","C","B","C","C","A","C","G","BDF","D","B","BDG","BC","BDF",0
"335","VWBGT3573S",41,"A","A","B","B","B","D","D","D","D","E","B","B","E","D","ABD","B","CD","ACDF","E","BD",0
"336","JTPSA2800A",28,"A","A","B","C","E","E","C","A","B","B","F","A","C","F","CE","B","BD","ABEF","AC","CD",0
"337","YANIP6732R",33,"A","B","B","C","C","C","D","C","A","D","C","B","C","G","E","CE","ABCD","CDF","BE","ACDF",0
"338","FIGCY4382N",37,"A","B","B","E","B","E","C","C","C","E","D","B","D","B","DE","AB","AB","CDF","ABE","ACDF",0
"339","CTJAB8118Q",43,"B","B","C","C","D","C","E","C","D","D","E","A","A","B","CD","B","E","CEG","BE","C",0
"340","TTQPG9431E",33,"B","B","B","E","C","B","E","C","C","D","E","B","C","F","CF","D","ACD","ADF","C","C",0
"341","LBLRW5084T",36,"B","B","B","E","C","E","E","C","C","D","F","A","A","B","C","D","ABCD","ABG","BC","C",0
"342","SXLDL3718C",39,"B","A","B","D","E","B","D","C","C","D","A","B","C","D","ABE","B","BCD","ACDG","ABE","A",0
"343","LZKLW0802U",50,"A","B","B","E","E","C","D","C","B","A","F","B","A","C","CE","B","AD","AD","AD","BD",0
"344","NKXEU7422M",47,"B","B","B","B","D","B","E","C","A","D","A","A","A","B","AF","B","BD","ABDG","B","C",0
"345","GTZLR7512D",21,"A","C","B","C","C","C","E","C","D","D","D","B","A","F","C","B","ACD","DG","ABC","CD",0
"346","XZHQU6061D",35,"A","B","B","C","C","C","E","E","C","D","D","E","A","F","CD","D","A","CDG","BC","CD",0
"347","GBYIC0879F",17,"B","B","D","D","C","E","E","C","C","D","D","B","A","F","ABCEF","AB","E","ADG","AD","CD",0
"348","ATAZE2326D",28,"B","A","B","C","D","D","E","C","C","D","F","B","A","F","BE","AB","BCD","A","BC","C",0
"349","ITWMM7653B",37,"A","B","B","C","C","C","E","C","C","D","E","A","A","F","ACDF","B","AC","ABDG","B","CD",0
"350","YEQFQ8931K",56,"D","B","B","D","D","D","D","C","C","B","E","B","A","B","C","D","ABCD","ADF","ABE","CD",0
"351","NGYTU6741L",17,"A","B","B","D","B","D","E","A","C","D","D","C","C","F","BE","B","ACD","ABCE","B","D",0
"352","HGCNI4606L",31,"B","A","C","E","F","E","D","C","C","E","D","D","C","C","BEF","AB","AD","BD","CDE","CD",0
"353","JEDBP9197W",15,"A","B","C","D","D","A","D","E","A","E","F","B","B",NA,"BCDF","AB","ABD","E","BD","AD",1
"354","AYEEY5729M",28,"A","A","C","D","C","B","B","E","E","D","D","C",NA,"D","BE","AB","ABD","CD","BD","BD",1
"355","SZBWL3074A",20,"A","B","B","C","F","E","E","C","B","D","E","A","C","C","AF","B","E","AEF","AB","C",0
"356","WPDHB9184P",41,"B","B","B","C","E","B","E","C","C","D","F","A","A","B","BE","D","A","ABCEF","B","C",0
"357","YEOIE7563S",20,"A","B","B","B","E","A","E","C","C","A","E","B","C","B","BD","D","BCD","DG","CE","D",0
"358","PFCNE2169X",36,"A","B","B","D","C","B","C","C","B","E","D","B","C","G","CE","C","ABCD","AEF","C","CD",0
"359","MYSKT2423Q",33,"A","B","B","C","B","C","E","C","B","D","F","A","A","B","A","B","BD","ABDF","ABC","C",0
"360","QRNOW9267G",40,"B","B","E","C","B","B","D","C","E","D","D","A","E","F","CD","D","A","EG","BE","C",0
"361","COZGJ5683P",32,"A","B","B","C","C","C","E","C","B","D","D","B","C","F","A","B","ACD",NA,"BCDE","C",1
"362","HMOXH2244W",50,"B","A","B","E","D","A","E","C","C","D","E","B","A","B","CEF","B","AC","ABCD","ABC","CD",0
"363","TRUZU0239S",46,"B","B","B","D","C","C","E","C","C","D","D","B","A","E","ABC","B","D","BD","A","CD",0
"364","QEOYX7081E",51,"A","B","B","C","E","E","D","D","D","C","A","B","A","F","CE","B","D","DF","AC","C",0
"365","ROALN3561T",50,"B","B","B","C","D","C","E","C","C","D","E","A","A","C","C","AD","E","ACEF","ABE","C",0
"366","QOMFT5610G",31,"A","B","B","C","A","C","D","E","B","D","A","B","A","G","AF","D","A","ABCEF","ABE","C",0
"367","FPKMH1121Q",18,"A","B","B","C","C","B","E","E","C","C","D","E","C","B","AF","B","ACD","ACG","ABE","C",0
"368","XKDBP8476S",40,"B","B","B","D","C","A","D","C","C","D","B","A","A","B","C","D","AD","ACF","BE","BF",0
"369","KTKDY2881O",27,"B","B","B","A","D","E","D","C","C","D","D","A","C","G","BD","D","A","ABDF","AE","CD",0
"370","ZYRLS4866R",24,"A","A","B","C","C","D","E","C","C","D","D","B","A","F","C","D","A","CD","CE","C",0
"371","DUYGJ0042T",36,"A","A","B","C","D","E","E","C","C","D","A","B","A","B","AE","D","A","ABDF","BE","D",0
"372","FIAJQ1775S",39,"A","D","B","C","B","A","C","D","B","D","D","B","E","B","DE","B","ABCD","ABEF","D","D",0
"373","NZQYJ9794S",51,"B","B","B","E","D","C","E","C","C","D","E","A","A","B","C","D","A","DF","B","C",0
"374","GHHDQ2894C",21,"A","B","C","E","E","B","E","C","D","D","A","B","A","E","ABCDEF","BC","ACD","ABC","BD","BD",0
"375","JDKBR9597O",33,"B","B","B","C","E","E","E","C","A","D","B","A","A","F","BE",NA,"AD","ACDG","BC","CD",1
"376","CFWUO8957Y",41,"A","B","B","E","D","C","E","C","C","D","F","B","A","D","AF","D","A","DF","A","C",0
"377","UGZCL6295D",29,"A","B","B","E","D","E","E","C","B","D","D","B","A","G","BE","D","AB","AEF","AD","C",0
"378","PJZKJ2523J",46,"A","B","B","D","C","B","D","C","C","D","C","A","C","G","ABEF","AB","CD","C","ABE","C",0
"379","EWRGK5959B",24,"B","B","B","C","B","C","E","C","C","D","A","B","A","F","BE","D","ABCD","ABDF","E","B",0
"380","EDIEE7231D",31,"B","B","B","D","C","D","D","E","B","B","E","B","A","F","C","AB","AD","ACEF","CE","CD",0
"381","RKGRH0070U",33,"C","B","B","D","C","E","D","C","E","E","A","A","A","G","AD","BD","AB","BEG","AB","D",0
"382","NBDXC4226C",43,"B","B","B","C","C","C","E","C","C","D","E","A","A","B","C","D","ACD","ABCEF","AB","C",0
"383","ZCNRC1806Q",37,"B","B","A","C","D","C","E","C","C","D","D","B","A","B","BE","B","CD","CD","A","C",0
"384","PQSSG9370H",41,"B","B","B","C","D","D","E","C","B","D","F","A","A","F","BE","D","ACD","AF","C","C",0
"385","XOVTS6201A",49,"A","B","B","C","D","E","E","C","C","D","E","B","A","F","AF","B","ACD","DG","ACD","A",0
"386","LOETJ0045R",25,"B","A","B","C","C",NA,"E","C","E","D","A","B","C","F","AF","B","ACD","ABDF","ABE","C",1
"387","CACTW5110M",29,"A","A","B","E","D","B","E","B","B","B","B","B","C","F","CF","AB","ABCD","ABCF","AC","C",0
"388","JSVAY1661V",44,"B","C","B","C","D","D","D","C","C","E","A","B","C","F","CE","B","AC","BCD","BD","D",0
"389","SVDNE3157N",43,"B","B","B","C","D","C","E","C","C","D","D","A","A","F","BE","AB","AD","BEF","B","C",0
"390","AXTAV8019D",22,"A","B","B","E","C","C","B","C","D","D","C","B","C","F","BC","D","ABCD","ABC","A","E",0
"391","JVCGG5391A",32,"A","B","B","C","D","C","E","C","C","D","A","A","A","F","AF","D","AC","CEF","AB","CD",0
"392","XBBBN6939W",36,"A",NA,"B","C","C","A","D","C","E","B","D","B","C","E","ABC","BD","ADE","BG","AD","AF",1
"393","VYFIX4532X",51,"B","A","B","E","D","C","D","A","B","D","B","B","C","F","C","D","ACD","ADF","ABDE","AC",0
"394","JIYQM9779C",41,"A","B","B","C","C","E","E","C","B","D","D","A","A","B","C","D","ACD","ABF","B","C",0
"395","UCEUL6728W",44,"A","B","B","C","E","D","E","C","B","D","D","A","A","F","C","D","A","AF","BC","C",0
"396","JOSDD7464K",34,"B","B","B","C","E","C","E","C","D","B","B","B","C","B","C","D","AC","CDF","AD","B",0
"397","IJPEF9984N",28,"C","A","B","A","B","C","E","C","A","C","A","A","A","B","BE","B","CD","BD","BD","D",0
"398","XMDEK0169R",50,"D","B","B","C","D","D","E","D","E","E","D","D","C","B","ACE","D","A","AF","BD","BD",0
"399","FHOJW1029Q",42,"B","A","B","E","D","D","E","C","B","D","E","A","C","F","C","B","AB","ACEF","AE","C",0
"400","XJRGD7727J",35,"D","A","B","E","C","C","D","E","B","C",NA,"B","A","B","BE","B","E","ACDG","BC","C",1
"401","KMJDH3589J",36,"B","B","B","D","E","C","E","C","B","D","E","E","A","F","C","BD","A","E","ABE","CD",0
"402","TNMWR9016T",32,"A","A","B","D","C","D","D","E","D","A","F","E","C","F","ACF","AB","CD","CDE","BD","BCE",0
"403","KXYVK2392H",32,"A","A","B","C","D","C","E","C","E","D","E","A","A","B","CEF","D","ACD","ABCEG","B","B",0
"404","XYHRA5001R",21,"A","B","B","C","C","E","E","C","C","D","D","A","A","F","CEF","D","ACD","AE","BDE","CE",0
"405","NMLQM3761N",38,"B","B","B","C","D","C","E","C","C","D","A","A","A","D","C","B","ACD","ADG","B","C",0
"406","ULJNE8073T",42,"B","B","B","E","D","E","E","C","C","D","D","A","A","F","AF","D","ACD","DG","B","C",0
"407","IXUZQ7159X",47,"B","B","B","C","B","C","E","C","C","D","F","A","C","B","CE","B","AD","CDG","B","C",0
"408","BNIGB3668K",29,"A","A","B","C","D","D","E","C","A","D","D","A","A","B","C","D","A","ADF","BC","C",0
"409","FEUQZ7840R",17,"B","C","B","C","C","D","E","C","C","D","F","B","A","B","C","B","A","ACF","B","D",0
"410","ETUZA2187U",18,"B","B","B","C","D","C","E","C","C","D","F","A","A","B","AC","B","E","EF","BE","C",0
"411","OAFBR5160U",26,"C","B","B","E","A","E","E","A","E","E","D","B","C","G","AF","B","ACD","ABF","BCE","C",0
